phone_num,client_id,contact,day_of_week,month,duration,contact_type
571-784-0848,3445,telephone,Thursday,October,719,cellular
747-186-3089,3446,cellular,Wednesday,September,902,cellular
586-308-8477,3447,cellular,Wednesday,February,956,telephone
931-827-6481,3448,telephone,Sunday,July,39,cellular
984-011-0210,3449,telephone,Wednesday,December,307,telephone
936-404-2488,3450,cellular,Thursday,May,435,cellular
804-591-9160,3451,cellular,Saturday,July,999,telephone
413-613-7406,3452,telephone,Tuesday,July,293,cellular
975-708-5385,3453,telephone,Thursday,November,661,cellular
731-074-2682,3454,cellular,Sunday,May,389,cellular
804-692-5439,3455,cellular,Tuesday,January,360,telephone
302-921-0238,3456,cellular,Tuesday,May,999,cellular
941-164-7524,3457,cellular,Friday,June,683,cellular
469-596-5211,3458,cellular,Tuesday,June,272,cellular
301-842-2441,3459,telephone,Friday,May,176,telephone
319-033-0093,3460,cellular,Sunday,April,700,telephone
347-909-9640,3461,telephone,Wednesday,June,120,telephone
509-309-9807,3462,telephone,Tuesday,January,790,cellular
574-905-1676,3463,telephone,Tuesday,February,422,cellular
254-982-6510,3464,cellular,Wednesday,August,390,telephone
270-469-5063,3465,telephone,Saturday,February,367,cellular
207-620-2233,3466,telephone,Monday,October,999,cellular
927-610-2464,3467,cellular,Saturday,November,311,telephone
603-821-4123,3468,telephone,Monday,March,980,telephone
410-472-1899,3469,cellular,Tuesday,September,32,telephone
610-827-1616,3470,telephone,Saturday,June,196,telephone
615-013-4787,3471,cellular,Friday,February,952,telephone
760-814-4666,3472,cellular,Tuesday,August,824,telephone
862-469-8004,3473,cellular,Tuesday,January,791,cellular
507-772-2440,3474,cellular,Tuesday,October,890,telephone
215-001-3916,3475,telephone,Tuesday,September,820,cellular
630-095-2817,3476,cellular,Monday,January,49,telephone
346-530-1153,3477,cellular,Monday,October,999,cellular
575-338-6027,3478,telephone,Thursday,October,328,cellular
817-979-3340,3479,cellular,Thursday,April,762,cellular
619-316-5204,3480,telephone,Monday,October,526,cellular
251-127-0633,3481,cellular,Sunday,October,324,cellular
906-575-5692,3482,telephone,Wednesday,November,903,telephone
616-155-2271,3483,telephone,Friday,July,482,cellular
937-766-4022,3484,cellular,Friday,May,693,telephone
843-831-8293,3485,telephone,Sunday,July,35,cellular
650-574-9196,3486,cellular,Sunday,October,390,telephone
442-091-5825,3487,cellular,Wednesday,December,2999,telephone
540-143-8749,3488,telephone,Sunday,March,260,telephone
865-978-3464,3489,telephone,Friday,July,220,telephone
920-134-4447,3490,telephone,Sunday,October,380,telephone
419-889-5179,3491,telephone,Tuesday,August,127,cellular
619-093-2818,3492,cellular,Monday,January,503,cellular
901-022-8374,3493,telephone,Wednesday,April,439,cellular
201-050-9219,3494,cellular,Tuesday,March,810,cellular
951-953-3093,3495,telephone,Thursday,June,686,telephone
925-622-3936,3496,telephone,Sunday,October,20,telephone
740-481-0082,3497,telephone,Monday,March,190,cellular
957-692-7362,3498,cellular,Thursday,February,943,cellular
206-193-9125,3499,telephone,Friday,October,926,cellular
310-664-6005,3500,cellular,Friday,January,3,telephone
708-990-4817,3501,cellular,Tuesday,March,66,telephone
210-744-2956,3502,cellular,Saturday,February,343,telephone
601-575-4034,3503,cellular,Saturday,September,648,telephone
605-891-8077,3504,cellular,Saturday,June,764,cellular
927-062-4766,3505,cellular,Sunday,November,577,telephone
857-972-8512,3506,telephone,Tuesday,October,361,telephone
781-668-8034,3507,cellular,Wednesday,August,949,telephone
779-047-5815,3508,telephone,Wednesday,November,622,telephone
402-193-9578,3509,cellular,Tuesday,September,52,telephone
413-914-0896,3510,telephone,Thursday,August,644,cellular
216-602-1011,3511,telephone,Sunday,September,89,cellular
747-482-5123,3512,cellular,Thursday,July,446,telephone
478-718-8773,3513,telephone,Sunday,January,241,telephone
423-356-9790,3514,cellular,Monday,February,517,telephone
832-962-8598,3515,cellular,Thursday,September,909,cellular
610-336-6054,3516,telephone,Wednesday,April,167,cellular
626-525-0786,3517,telephone,Tuesday,December,449,telephone
239-178-4161,3518,telephone,Tuesday,May,67,telephone
503-602-3766,3519,cellular,Wednesday,February,782,cellular
786-185-3227,3520,cellular,Tuesday,October,669,cellular
975-822-0053,3521,cellular,Sunday,January,550,cellular
816-643-7978,3522,cellular,Thursday,December,695,telephone
202-752-7884,3523,cellular,Thursday,July,162,telephone
872-977-7636,3524,telephone,Saturday,September,403,cellular
630-302-9933,3525,telephone,Friday,April,321,telephone
617-702-1222,3526,telephone,Friday,October,73,cellular
760-622-4975,3527,telephone,Sunday,August,36,cellular
870-126-4834,3528,cellular,Sunday,January,653,telephone
661-974-8315,3529,telephone,Saturday,May,411,cellular
310-971-6777,3530,telephone,Monday,May,998,cellular
406-635-0648,3531,cellular,Wednesday,February,364,cellular
203-086-2353,3532,cellular,Thursday,August,537,telephone
209-063-5378,3533,cellular,Saturday,February,433,telephone
862-445-6650,3534,cellular,Friday,February,990,telephone
832-748-5493,3535,telephone,Wednesday,July,89,telephone
220-538-0932,3536,cellular,Friday,March,340,cellular
870-611-4211,3537,cellular,Tuesday,April,250,telephone
935-962-0499,3538,cellular,Saturday,March,158,cellular
407-066-8627,3539,telephone,Thursday,July,876,cellular
564-672-9171,3540,cellular,Tuesday,January,647,telephone
430-355-6278,3541,cellular,Monday,January,586,telephone
252-177-2226,3542,telephone,Wednesday,July,944,cellular
207-442-5044,3543,cellular,Wednesday,July,876,telephone
352-916-6564,3544,telephone,Thursday,July,883,telephone
515-429-8167,3545,cellular,Sunday,October,584,cellular
220-274-8254,3546,telephone,Tuesday,March,89,cellular
774-552-3881,3547,cellular,Monday,July,707,cellular
816-686-8315,3548,cellular,Saturday,April,220,telephone
916-690-3261,3549,telephone,Tuesday,October,552,telephone
754-353-2197,3550,telephone,Thursday,August,616,telephone
817-983-7452,3551,cellular,Tuesday,July,475,telephone
352-210-8032,3552,telephone,Monday,April,319,cellular
240-803-7175,3553,cellular,Tuesday,July,991,cellular
856-718-2237,3554,cellular,Sunday,November,169,telephone
423-804-9332,3555,telephone,Tuesday,June,353,telephone
254-425-1180,3556,telephone,Friday,June,551,telephone
802-770-9597,3557,cellular,Saturday,August,623,cellular
573-791-8699,3558,cellular,Friday,July,938,telephone
857-571-8945,3559,telephone,Friday,October,964,telephone
562-556-5238,3560,telephone,Tuesday,September,806,telephone
302-276-0303,3561,cellular,Wednesday,March,682,cellular
702-382-8037,3562,cellular,Sunday,February,893,telephone
678-618-3291,3563,cellular,Friday,November,175,telephone
281-302-9525,3564,telephone,Tuesday,May,205,cellular
781-362-3911,3565,telephone,Monday,November,972,cellular
959-452-3955,3566,telephone,Friday,February,999,cellular
478-276-8747,3567,telephone,Tuesday,August,635,cellular
830-416-6573,3568,cellular,Tuesday,July,76,telephone
319-250-1896,3569,cellular,Tuesday,June,85,cellular
314-277-7706,3570,cellular,Tuesday,May,178,cellular
935-394-9094,3571,cellular,Thursday,July,670,cellular
606-285-4567,3572,cellular,Saturday,August,62,telephone
713-400-3109,3573,telephone,Tuesday,November,639,telephone
408-288-0294,3574,telephone,Saturday,May,45,telephone
605-981-4480,3575,cellular,Monday,July,72,cellular
346-623-7679,3576,telephone,Monday,October,589,telephone
802-387-7906,3577,cellular,Friday,December,999,cellular
562-692-1419,3578,cellular,Saturday,June,660,cellular
985-956-3518,3579,telephone,Wednesday,January,573,cellular
615-629-4059,3580,telephone,Friday,January,532,telephone
352-053-8396,3581,cellular,Friday,April,853,cellular
872-197-1687,3582,cellular,Monday,December,536,telephone
845-480-5996,3583,cellular,Saturday,April,696,telephone
440-092-0192,3584,telephone,Tuesday,August,263,telephone
901-156-6116,3585,telephone,Sunday,December,107,telephone
209-990-4991,3586,cellular,Wednesday,June,904,cellular
612-647-0996,3587,cellular,Saturday,August,999,telephone
308-351-3490,3588,cellular,Tuesday,December,53,cellular
458-739-7789,3589,cellular,Sunday,November,330,telephone
206-994-0027,3590,cellular,Sunday,August,280,cellular
915-626-0292,3591,cellular,Tuesday,December,966,cellular
217-640-5442,3592,telephone,Sunday,May,537,cellular
629-593-8487,3593,telephone,Sunday,August,236,cellular
413-448-0513,3594,telephone,Wednesday,April,194,cellular
520-941-1570,3595,telephone,Friday,July,638,cellular
480-279-4969,3596,cellular,Thursday,November,271,telephone
281-562-0999,3597,cellular,Saturday,November,414,telephone
434-049-8252,3598,cellular,Monday,June,473,cellular
732-214-6005,3599,cellular,Friday,February,66,telephone
703-733-8697,3600,telephone,Thursday,April,647,telephone
618-816-5948,3601,cellular,Thursday,July,833,cellular
561-280-2202,3602,cellular,Monday,February,537,cellular
845-531-1261,3603,cellular,Friday,May,85,cellular
404-251-0380,3604,cellular,Wednesday,October,988,cellular
484-439-0867,3605,cellular,Sunday,February,948,cellular
484-857-3778,3606,cellular,Monday,August,942,cellular
410-245-4214,3607,telephone,Thursday,July,716,telephone
270-957-3260,3608,telephone,Monday,May,976,cellular
616-219-0791,3609,telephone,Thursday,February,471,telephone
763-528-8478,3610,cellular,Saturday,October,725,cellular
260-811-4893,3611,cellular,Monday,October,203,cellular
661-204-8229,3612,cellular,Tuesday,August,145,telephone
406-591-2921,3613,telephone,Thursday,July,851,telephone
731-779-5593,3614,cellular,Tuesday,October,186,cellular
979-706-4573,3615,cellular,Thursday,October,999,telephone
704-889-5370,3616,telephone,Wednesday,March,613,cellular
959-893-7058,3617,telephone,Tuesday,July,334,cellular
501-532-9898,3618,cellular,Thursday,April,875,cellular
231-734-4433,3619,cellular,Sunday,June,369,telephone
901-592-2784,3620,telephone,Sunday,January,367,telephone
423-862-3911,3621,cellular,Tuesday,March,76,cellular
304-711-9681,3622,cellular,Wednesday,December,679,cellular
509-533-1828,3623,cellular,Sunday,July,533,cellular
657-129-6209,3624,telephone,Sunday,October,768,telephone
580-740-5582,3625,telephone,Tuesday,January,720,cellular
252-034-9245,3626,telephone,Friday,July,511,cellular
979-886-8715,3627,telephone,Monday,March,143,cellular
608-401-1461,3628,telephone,Tuesday,April,172,telephone
510-096-1196,3629,telephone,Monday,October,602,cellular
669-686-4914,3630,cellular,Monday,May,875,telephone
380-329-1434,3631,cellular,Thursday,April,502,telephone
623-364-8540,3632,telephone,Wednesday,September,302,telephone
828-495-1136,3633,telephone,Monday,July,940,telephone
913-061-2723,3634,telephone,Saturday,June,832,cellular
619-959-8685,3635,telephone,Monday,December,224,cellular
702-211-2682,3636,telephone,Sunday,May,346,cellular
810-932-0128,3637,telephone,Saturday,January,565,cellular
520-663-6781,3638,telephone,Saturday,April,827,cellular
361-336-0869,3639,cellular,Sunday,February,255,telephone
617-524-0506,3640,cellular,Thursday,August,75,telephone
848-797-0076,3641,cellular,Monday,December,836,telephone
484-790-9792,3642,cellular,Sunday,April,999,cellular
657-434-9839,3643,cellular,Thursday,April,296,cellular
419-369-5239,3644,cellular,Friday,September,357,telephone
615-746-1718,3645,telephone,Monday,November,855,cellular
929-032-4510,3646,cellular,Monday,March,157,telephone
208-132-9476,3647,telephone,Monday,May,382,cellular
740-323-9102,3648,cellular,Wednesday,July,419,telephone
234-114-8641,3649,cellular,Monday,January,883,cellular
979-636-8531,3650,telephone,Sunday,March,581,cellular
935-175-5070,3651,cellular,Friday,May,9992,telephone
650-713-2855,3652,telephone,Friday,June,605,telephone
716-141-4231,3653,cellular,Saturday,February,266,cellular
405-687-0205,3654,cellular,Monday,November,7,telephone
469-761-6606,3655,telephone,Friday,October,388,cellular
203-291-8616,3656,cellular,Friday,January,966,telephone
269-412-3147,3657,telephone,Tuesday,June,145,telephone
480-299-5418,3658,cellular,Tuesday,December,691,telephone
570-335-2473,3659,cellular,Monday,February,993,telephone
407-308-4499,3660,cellular,Monday,June,574,cellular
802-897-4927,3661,cellular,Sunday,August,730,cellular
775-442-6501,3662,telephone,Monday,December,126,cellular
278-993-5315,3663,cellular,Wednesday,June,1999,cellular
208-967-1748,3664,cellular,Tuesday,April,83,cellular
508-031-7135,3665,cellular,Thursday,October,644,telephone
281-644-3903,3666,telephone,Sunday,February,273,telephone
432-672-0486,3667,telephone,Sunday,May,387,telephone
430-895-3095,3668,cellular,Saturday,March,552,telephone
517-416-1132,3669,telephone,Thursday,September,718,cellular
478-267-0355,3670,cellular,Sunday,July,165,telephone
239-996-7357,3671,telephone,Sunday,October,999,cellular
731-860-5828,3672,telephone,Wednesday,June,879,telephone
507-103-4343,3673,telephone,Saturday,January,461,telephone
669-725-8285,3674,telephone,Thursday,December,680,telephone
319-436-7858,3675,telephone,Tuesday,May,999,telephone
336-409-8475,3676,telephone,Friday,January,603,telephone
334-217-6926,3677,telephone,Tuesday,April,898,cellular
603-045-8138,3678,cellular,Saturday,April,520,telephone
620-462-9967,3679,telephone,Monday,December,462,cellular
862-147-3276,3680,cellular,Thursday,May,602,telephone
872-105-8406,3681,telephone,Friday,November,999,cellular
408-106-8732,3682,cellular,Wednesday,December,631,cellular
385-150-7924,3683,cellular,Monday,December,538,cellular
731-835-2205,3684,telephone,Tuesday,June,97,telephone
708-946-8245,3685,cellular,Monday,October,149,cellular
952-974-5066,3686,telephone,Tuesday,March,606,cellular
619-556-4727,3687,telephone,Thursday,March,977,cellular
224-411-8208,3688,telephone,Tuesday,August,810,cellular
850-354-3515,3689,cellular,Thursday,June,782,cellular
580-538-2430,3690,cellular,Wednesday,January,103,telephone
219-896-8554,3691,telephone,Sunday,April,960,cellular
734-411-9923,3692,telephone,Thursday,July,900,telephone
361-152-8682,3693,telephone,Monday,July,137,telephone
713-424-4550,3694,telephone,Thursday,November,880,telephone
278-025-6827,3695,telephone,Monday,January,864,telephone
580-575-8184,3696,cellular,Saturday,September,367,cellular
347-728-3046,3697,cellular,Saturday,October,86,telephone
936-203-9872,3698,telephone,Tuesday,April,867,cellular
332-017-1387,3699,cellular,Monday,November,485,cellular
470-871-9808,3700,telephone,Saturday,May,6,telephone
509-214-9915,3701,telephone,Monday,August,951,telephone
707-466-4212,3702,telephone,Tuesday,March,9994,telephone
607-080-7527,3703,cellular,Monday,March,714,cellular
224-505-1908,3704,cellular,Tuesday,September,445,cellular
631-304-7507,3705,cellular,Tuesday,November,971,cellular
810-893-8385,3706,telephone,Tuesday,June,829,telephone
952-449-8891,3707,telephone,Wednesday,December,346,telephone
907-142-6488,3708,telephone,Friday,February,355,telephone
201-459-8164,3709,cellular,Wednesday,April,606,cellular
252-901-6675,3710,telephone,Monday,February,3999,telephone
870-312-3388,3711,cellular,Saturday,November,484,telephone
763-441-9710,3712,cellular,Friday,October,323,cellular
703-556-2876,3713,telephone,Tuesday,April,366,cellular
212-169-8001,3714,telephone,Friday,July,573,cellular
835-667-5225,3715,cellular,Sunday,March,35,telephone
606-438-9807,3716,cellular,Saturday,July,872,telephone
743-671-2653,3717,cellular,Saturday,March,2999,cellular
